locationId,location,parameter,value,dateUtc,dateLocal,unit,latitude,longitude,country,city,isMobile,isAnalysis,entity,sensorType
8118,"New Delhi","pm25",42,"2023-04-24T01:30:00+00:00","2023-04-24T07:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",43,"2023-04-24T00:30:00+00:00","2023-04-24T06:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",40,"2023-04-23T23:30:00+00:00","2023-04-24T05:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",39,"2023-04-23T22:30:00+00:00","2023-04-24T04:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",48,"2023-04-23T21:30:00+00:00","2023-04-24T03:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",51,"2023-04-23T20:30:00+00:00","2023-04-24T02:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",46,"2023-04-23T19:30:00+00:00","2023-04-24T01:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",44,"2023-04-23T18:30:00+00:00","2023-04-24T00:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",56,"2023-04-23T17:30:00+00:00","2023-04-23T23:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",34,"2023-04-23T16:30:00+00:00","2023-04-23T22:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",55,"2023-04-23T15:30:00+00:00","2023-04-23T21:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",39,"2023-04-23T14:30:00+00:00","2023-04-23T20:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",19,"2023-04-23T13:30:00+00:00","2023-04-23T19:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",18,"2023-04-23T12:30:00+00:00","2023-04-23T18:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",17,"2023-04-23T11:30:00+00:00","2023-04-23T17:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",9,"2023-04-23T10:30:00+00:00","2023-04-23T16:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",16,"2023-04-23T09:30:00+00:00","2023-04-23T15:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",22,"2023-04-23T08:30:00+00:00","2023-04-23T14:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",17,"2023-04-23T07:30:00+00:00","2023-04-23T13:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",14,"2023-04-23T06:30:00+00:00","2023-04-23T12:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",26,"2023-04-23T05:30:00+00:00","2023-04-23T11:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",29,"2023-04-23T04:30:00+00:00","2023-04-23T10:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",30,"2023-04-23T03:30:00+00:00","2023-04-23T09:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",20,"2023-04-23T02:30:00+00:00","2023-04-23T08:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",25,"2023-04-23T01:30:00+00:00","2023-04-23T07:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
8118,"New Delhi","pm25",19,"2023-04-23T00:30:00+00:00","2023-04-23T06:00:00+05:30","µg/m³",28.63576,77.22445,"IN","India",false,false,"government","reference grade"
